pais,fecha,anio,nota_no,fuente,url_pagina,url_pdf,decreto,tipo,base_legal,causa,plazo_dias,alcance,derechos,ocr_chars
Paraguay,2021-08-29,2021,947-21-MPP-OEA,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Paraguay_nota_947-21-MPP-OEA.pdf,Decreto N.* 3442,estado de emergencia,Art. 33 Constitución,desastre/salud,,nacional,"Humanos, a fin de remitir en anexo para los fines pertinentes, textos de las últimas disposiciones emitidas por la Presidencia de la República del Paraguay en e",8631
Perú,2021-08-30,2021,7-5-M/123,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-123-2021.pdf,Decreto Supremo N* 149-2021,estado de emergencia,Art. 2 Constitución,desastre/salud,,,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",1974
Ecuador,2021-08-30,2021,4-2-280/2021,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-280-2021.pdf,Decreto No. 210,estado de excepción,Art. 1 Constitución,seguridad/crimen; orden público,,,"Internacional - y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana de Derechos Humanos, tiene a honra remitir para su",13313
Argentina,2021-09-13,2021,185,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Argentina_nota_No_185-2021.pdf,,,,desastre/salud,,,,2078
Argentina,2021-10-04,2021,210,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Argentina_nota_No_210-2021.pdf,,,,,,,,2072
Perú,2021-10-12,2021,7-5-M/149,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-149-2021.pdf,Decreto Supremo N* 152-2021,,Art. 2 Constitución,desastre/salud,,,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",1977
Paraguay,2021-10-13,2021,1003-21-MPP-OEA,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Paraguay_nota_1003-21-MPP-OEA.pdf,Decreto N.* 3456,estado de emergencia,Art. 33 Constitución,desastre/salud,,,"Humanos, a fin de remitir en anexo para los fines pertinentes, texto de la última disposición emitida por la Presidencia de la República del Paraguay en el marc",7500
Ecuador,2021-10-19,2021,4-2-303/2021,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-303-2021.pdf,Decreto No. 224,estado de excepción,Art. 1 Constitución,seguridad/crimen; orden público,,nacional,"Internacional — y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana de Derechos Humanos, tiene a honra remitir para su",9440
República Dominicana,2021-10-21,2021,MPRD-OEA 1242 -2021,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Republica_Dominicana_nota_MPRD-OEA_1242-2021.pdf,,estado de emergencia,Art. 128 Constitución,desastre/salud,45,,"Internacional -, tiene a bien referirse al cumplimiento de lo establecido en el Pacto Internacional de Derechos Civiles y Políticos y la Convención Americana so",7867
Guatemala,2021-10-27,2021,NV-OEA-M4-832-2021,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Guatemala_nota_No_M4-832-2021.pdf,,estado de sitio,Art. 26 Constitución,seguridad/crimen,,,"Humanos, el señor Viceministro Martínez hace del conocimiento que el 23 de octubre de 2021, el Señor Alejandro Giammattel Falla, Presidente de la República de G",9337
Chile,2021-10-29,2021,159-21,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_159-2021.pdf,Decreto Supremo N* 1,estado de excepción,Art. 42 Constitución,seguridad/crimen; seguridad estado,,nacional,constitucionalmente reconocidos en todo el territorio nacional,14965
Paraguay,2021-11-02,2021,1061-21-MPP-OEA,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Paraguay_nota_1061-21-MPP-OEA.pdf,DECRETO N.* 6085/2021,,Art. 33 Constitución,desastre/salud,,nacional,"Humanos, a fin de remitir en anexo para los fines pertinentes, texto de la última disposición emitida por la Presidencia de la República del Paraguay en el marc",8186
Chile,2021-11-15,2021,188-21,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_188-2021.pdf,Decreto Supremo N*281,estado de excepción,Art. 42 Constitución,seguridad/crimen,15,"subnacional: Biobío y Arauco, en la Región del Biobío,","o garantías constitucionales de las personas, S",11502
Perú,2021-11-22,2021,7-5-M/181,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-181-2021.pdf,Decreto Supremo N* 167-2021,estado de emergencia,Art. 2 Constitución,desastre/salud,,,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",2006
Ecuador,2021-11-22,2021,4-2-348/2021,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-348-2021.pdf,Decreto No. 257,estado de excepción,Art. 165 Constitución,seguridad/crimen; orden público,,"subnacional: El Oro, Guayas, Santa","Internacional — y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana de Derechos Humanos, tiene a honra remitir para su",9649
Guatemala,2021-11-26,2021,DIRDEHU-1810-2021,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Guatemala_nota_No_DIRDEHU-1810-2021.pdf,,estado de prevención,,seguridad/crimen,,,"Humanos, para hacer de su conocimiento que el pasado 22 de noviembre de 2021, el Presidente de la República, Doctor Alejando Eduardo Giammattei Falla, en Consej",9502
Chile,2021-11-29,2021,200-21,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_200-2021.pdf,Decreto Supremo N*293,estado de excepción,Art. 42 Constitución,seguridad/crimen,15,"subnacional: Biobío y Arauco, en la Región",fundamentales de las personas,9421
Paraguay,2021-12-06,2021,1148-21-MPP-OEA,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Paraguay_nota_1148-21-MPP-OEA.pdf,Decreto N.* 3442,,Art. 33 Constitución,desastre/salud,,nacional,"Humanos, a fin de remitir en anexo para los fines pertinentes, texto de las últimas disposiciones emitidas por la Presidencia de la República del Paraguay en el",8985
Perú,2021-12-06,2021,7-5-M/194,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-194-2021.pdf,Decreto Supremo N* 174-2021,estado de emergencia,Art. 2 Constitución,desastre/salud,,,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",2093
Chile,2021-12-14,2021,209-21,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_209-2021.pdf,Decreto Supremo N*302,estado de excepción,Art. 42 Constitución,seguridad/crimen,15,"subnacional: Cautín y Malleco, en la Región de la Araucanía, se",,11474
Argentina,2021-12-21,2021,258,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Argentina_nota_No_258-2021.pdf,,,,,,,,2143
Chile,2021-12-28,2021,216-21,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_216-2021.pdf,Decreto Supremo N*313,estado de excepción,Art. 42 Constitución,seguridad/crimen,15,"subnacional: Cautín y Malleco, en la Región de la Araucanía, se",,10530
Guatemala,2021-12-29,2021,NV-OEA-M4-987-2021,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Guatemala_nota_No_M4-987-2021.pdf,,estado de sitio,Art. 26 Constitución,seguridad/crimen,,subnacional: Nahualá y Santa Catarina,"Humanos, se hace del conocimiento que el 21 de diciembre de 2021, el Señor Alejandro Giammattei Falla, Presidente de la República de Guatemala, en Consejo de Mi",12210
Argentina,2022-01-05,2022,002,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Argentina_nota_No_002-2022.pdf,,,,,,,,2194
Perú,2022-01-06,2022,7-5-M/003,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-073-2022.pdf,Decreto Supremo N* 016-2022,estado de emergencia,Art. 2 Constitución,desastre/salud,,,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",2107
Chile,2022-01-11,2022,03-22,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_03-2022.pdf,Decreto Supremo N*1,estado de excepción,Art. 42 Constitución,seguridad/crimen,15,"subnacional: Cautín y Malleco, en la Región de la Araucanía, se",,15220
Guatemala,2022-01-19,2022,OEA-M4-NV-013-2022,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Guatemala_nota_No_NV-OEA-M4-31-2022.pdf,,estado de sitio,,seguridad/crimen,,"subnacional: Nahualá y Santa Catarina Ixtahuacán, Departamento","Humanos, el señor Viceministro Martínez hace del conocimiento del Secretario General que el 18 de enero de 2022, el Señor Alejandro Giammattel Falla, Presidente",11156
Paraguay,2022-01-21,2022,042-22-MPP-OEA,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Paraguay_nota_042-22-MPP-OEA.pdf,DECRETO N.* 6433/2021,estado de emergencia,Art. 33 Constitución,desastre/salud,,nacional,"Humanos, a fin de remitir en anexo para los fines pertinentes, texto de las últimas disposiciones emitidas por la Presidencia de la República del Paraguay en el",10001
Chile,2022-02-16,2022,53-22,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_53-2022.pdf,Decreto Supremo N*35,estado de excepción,,seguridad/crimen,15,"subnacional: Arica y Parinacota, en la Región de Arica y Parinacota,",,12310
Paraguay,2022-02-22,2022,167-22-MPP-OEA,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Paraguay_nota_167-22-MPP-OEA.pdf,DECRETO N.* 6563/2022,,Art. 33 Constitución,desastre/salud,,nacional,"Humanos, a fin de remitir en anexo para los fines pertinentes, texto de las últimas disposiciones emitidas por la Presidencia de la República del Paraguay en el",9031
Chile,2022-03-07,2022,61-22,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_61-2022.pdf,Decreto Supremo N*40,estado de excepción,,seguridad/crimen,15,"subnacional: Arica y Parinacota, en la Región de Arica y Parinacota,",,9707
El Salvador,2022-03-27,2022,MPOEA- OEA-034/2022,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_034-2022.pdf,Decreto N* 333,régimen de excepción,,seguridad/crimen,,,"Internacional, en ocasión de informar que la Asamblea Legislativa de la República de El Salvador emitió este día, 27 de marzo de 2022, el Decreto N* 333 “Régime",7408
Perú,2022-03-31,2022,7-5-M/067,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-078-2022.pdf,Decreto Supremo N* 034-2022,estado de emergencia,Art. 44 Constitución,seguridad/crimen,,nacional,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",17331
Perú,2022-04-04,2022,7-5-M/073,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-097-2022.pdf,Decreto Supremo N* 201-2020,estado de emergencia,Art. 2 Constitución,desastre/salud,,,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",21871
Perú,2022-04-06,2022,7-5-M/078,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-119-2022.pdf,Decreto Supremo N*008-2021,estado de emergencia,Art. 44 Constitución,desastre/salud,,,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",12860
Perú,2022-05-05,2022,7-5-M/097,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-130-2022.pdf,Decreto Supremo N2,estado de emergencia,Art. 2 Constitución,seguridad/crimen,,nacional,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",14637
Perú,2022-06-02,2022,7-5-M/119,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-136-2022.pdf,Decreto Supremo N* 076-2022,estado de emergencia,Art. 2 Constitución,desastre/salud,,,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",14013
Guatemala,2022-06-09,2022,NV-OEA-M4-131-2022,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Guatemala_nota_No_NV-OEA-M4-131-2022.pdf,,estado de sitio,,seguridad/crimen,,"subnacional: Ixchiguán y Tajumulco, Departamento de San Marcos debido a","Humanos, Guatemala hace del conocimiento que el 7 de junio de 2022, el Señor Alejandro Giammattei Falla, Presidente de la República de Guatemala, en Consejo de",12369
El Salvador,2022-06-13,2022,MPOEA- OEA-096/2022,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_096-2022.pdf,Decreto No. 358,régimen de excepción,,,,nacional,"Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Le",7654
Perú,2022-06-22,2022,7-5-M/130,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-157-2022.pdf,Decreto Supremo N*008-2021,estado de emergencia,Art. 2 Constitución,desastre/salud,,,"Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que m",2196
El Salvador,2022-06-24,2022,MPOEA- OEA-100/2022,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_100-2022.pdf,Decreto N* 333,régimen de excepción,Art. 30 Constitución,seguridad/crimen,,nacional,"Internacional, en ocasión de hacer referencia a las comunicaciones MPOEA-OEA-034/2022 y MPOEA-OEA-096/2022 de fecha 27 de marzo y 13 de junio del 2022, respecti",12446
Guatemala,2022-06-24,2022,NV-OEA-M4-139-2022,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Guatemala_nota_No_NV-OEA-M4-139-2022.pdf,,estado de calamidad,Art. 116 Constitución,desastre/salud,,nacional,"Humanos, Guatemala hace del conocimiento que el 21 de junio de 2022, el Señor Alejandro Giammattei Falla, Presidente de la República de Guatemala, en Consejo de",18105
Ecuador,2022-07-04,2022,4-2-141/2022,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-141-2022.pdf,Decreto Ejecutivo No. 469,estado de excepción,Art. 1 Constitución,seguridad/crimen; orden público,,,"Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana de Derechos Humanos, informa que el Gobierno del Ecu",5190
