pais,pais_en,fecha,anio,tipo_evento,regimen,regimen_origen,cn_ref,url_pdf,fuente,texto,snippet
Guatemala,Guatemala,2020-09-03,2020,extensión,estado de sitio,heredado,C.N.383.2020,https://treaties.un.org/doc/Publication/CN/2020/CN.383.2020-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Guatemala a notification dated 31 August 2020, made under article 4 (3) of the above Covenant, regarding the extension of the state of public disaster for thirty additional days by Government Decree No. 17-2020. (See C.N.383.2020 .TREATIES-IV.4 of 9 September 2020 for the text of the notification.)","The Secretary-General received from the Government of Guatemala a notification dated 31 August 2020, made under article 4 (3) of the above Covenant, regarding the extension of the state of public disaster for thirty addi"
Paraguay,Paraguay,2020-09-07,2020,declaración,estado de emergencia,directo,C.N.393.2020,https://treaties.un.org/doc/Publication/CN/2020/CN.393.2020-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Paraguay a notification dated 4 September 2020, made under article 4 (3) of the above Covenant, regarding the measures taken by the Paraguayan State in the framework of the declaration of health emergency. (See depositary notification C.N.393.2020 .TREATIES-IV.4 of 15 September 2020 for the text of the notification.)","The Secretary-General received from the Government of Paraguay a notification dated 4 September 2020, made under article 4 (3) of the above Covenant, regarding the measures taken by the Paraguayan State in the framework "
República Dominicana,Dominican Republic,2020-09-08,2020,extensión,estado de emergencia,directo,C.N.384.2020,https://treaties.un.org/doc/Publication/CN/2020/CN.384.2020-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of the Dominican Republic a notification dated 8 September 2020, made under article 4 (3) of the above Covenant, regarding the extension of a state of emergency for a period for 25 days starting on 3 September 2020 in its entire territory. (See C.N.384.2020 .TREATIES-IV.4 of 9 September 2020 for the text of the notification.)","The Secretary-General received from the Government of the Dominican Republic a notification dated 8 September 2020, made under article 4 (3) of the above Covenant, regarding the extension of a state of emergency for a pe"
Chile,Chile,2020-09-17,2020,extensión,estado de emergencia,directo,C.N.410.2020,https://treaties.un.org/doc/Publication/CN/2020/CN.410.2020-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Chile a notification dated 17 September 2020, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency in the Chilean territory for a period of 90 days pursuant to Decree No. 400 issued on 10 september 2020. (See C.N.410.2020 .TREATIES-IV.4 of 25 september 2020 for the text of the notification.)","The Secretary-General received from the Government of Chile a notification dated 17 September 2020, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency in the Chilean territo"
Perú,Peru,2020-10-06,2020,extensión,estado de emergencia,heredado,C.N.526.2020,https://treaties.un.org/doc/Publication/CN/2020/CN.526.2020-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 6 October 2020, made under article 4 (3) of the above Covenant, regarding the extension of the state of national emergency and targeted quarantine in various provinces and departments by Supreme Decree No. 156-2020-PCM of 26 September 2020. (See C.N.526.2020 .TREATIES-IV.4 of 10 November 2020 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 6 October 2020, made under article 4 (3) of the above Covenant, regarding the extension of the state of national emergency and targeted quar"
Ecuador,Ecuador,2020-10-19,2020,extensión,estado de emergencia,directo,C.N.462.2020,https://treaties.un.org/doc/Publication/CN/2020/CN.462.2020-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Ecuador a notification dated 16 October 2020, made under article 4 (3) of the above Covenant, regarding the extension for 30 days of a state of emergency by Executive Decree No. 1169 of 10 October 2020. (See C.N.462.2020 .TREATIES-IV.4 of 21 October 2020 for the text of the notification.)","The Secretary-General received from the Government of Ecuador a notification dated 16 October 2020, made under article 4 (3) of the above Covenant, regarding the extension for 30 days of a state of emergency by Executive"
Paraguay,Paraguay,2020-10-27,2020,declaración,estado de emergencia,directo,C.N.512.2020,https://treaties.un.org/doc/Publication/CN/2020/CN.512.2020-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Paraguay a notification dated 27 October 2020, made under article 4 (3) of the above Covenant, regarding the measures taken by the State of Paraguay following the declaration of health emergency. (See depositary notification C.N.512.2020 .TREATIES-IV.4 of 4 November 2020 for the text of the notification.)","The Secretary-General received from the Government of Paraguay a notification dated 27 October 2020, made under article 4 (3) of the above Covenant, regarding the measures taken by the State of Paraguay following the dec"
Perú,Peru,2020-11-09,2020,extensión,estado de emergencia,heredado,C.N.527.2020,https://treaties.un.org/doc/Publication/CN/2020/CN.527.2020-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 7 November 2020, made under article 4 (3) of the above Covenant, regarding the extension of the state of national emergency by Supreme Decree No. 174-2020-PCM of 29 October 2020. (See C.N.527.2020 .TREATIES-IV.4 of 10 November 2020 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 7 November 2020, made under article 4 (3) of the above Covenant, regarding the extension of the state of national emergency by Supreme Decre"
Guatemala,Guatemala,2020-11-17,2020,declaración,estado de emergencia,directo,C.N.534.2020,https://treaties.un.org/doc/Publication/CN/2020/CN.534.2020-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Guatemala a notification dated 16 November 2020, made under article 4 (3) of the above Covenant, regarding the declaration of state of emergency in some departments because of the Tropical Depression ETA, by Government Decrees No. 20-2020 and 21-2020 of 5 and 6 November 2020 for a period of thirty days from the date of entry into force of said Decrees. (See C.N.534.2020 .TREATIES-IV.4 of 23 November 2020 for the text of the notification.)","The Secretary-General received from the Government of Guatemala a notification dated 16 November 2020, made under article 4 (3) of the above Covenant, regarding the declaration of state of emergency in some departments b"
Perú,Peru,2020-12-03,2020,extensión,estado de emergencia,heredado,C.N.553.2020,https://treaties.un.org/doc/Publication/CN/2020/CN.553.2020-Eng.pdf,ONU_PIDCP_art4,"The Secretary-General received from the Government of Peru a notification dated 2 December 2020, made under article 4 (3) of the above Covenant, regarding the extension of the state of national emergency by Supreme Decree No. 184-2020-PCM of 30 November 2020. (See C.N.553.2020 .TREATIES-IV.4 of 11 December 2020 for the text of the notification.)","The Secretary-General received from the Government of Peru a notification dated 2 December 2020, made under article 4 (3) of the above Covenant, regarding the extension of the state of national emergency by Supreme Decre"
